Record,Record Type,Date,Modifier,Change Type,Changed Field,Old Value,New Value
Auto spider redirect test,Script Deployment,4/24/2017 2:10 am,Beverly Ucab,Set,Audience: All Employees,&nbsp;,F
Auto spider redirect test,Script Deployment,4/24/2017 2:10 am,Beverly Ucab,Set,Mobile Menu,&nbsp;,F
Auto spider redirect test,Script Deployment,4/24/2017 2:10 am,Beverly Ucab,Set,Available Without Login,&nbsp;,F
Auto spider redirect test,Script Deployment,4/24/2017 2:10 am,Beverly Ucab,Set,Deployed,&nbsp;,T
Auto spider redirect test,Script Deployment,4/24/2017 2:10 am,Beverly Ucab,Set,ID,&nbsp;,CUSTOMDEPLOY1
Auto spider redirect test,Script Deployment,4/24/2017 2:10 am,Beverly Ucab,Set,Title,&nbsp;,Auto spider redirect test
Auto spider redirect test,Script Deployment,4/24/2017 2:10 am,Beverly Ucab,Set,Log Level,&nbsp;,Debug
Auto spider redirect test,Script Deployment,4/24/2017 2:10 am,Beverly Ucab,Set,Status,&nbsp;,Testing
Auto spider redirect test,Script Deployment,4/24/2017 2:10 am,Beverly Ucab,Set,Audience: All Roles,&nbsp;,T
Auto spider redirect test,Script Deployment,4/24/2017 2:10 am,Beverly Ucab,Set,Run As Role,&nbsp;,Administrator
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3546" target="_self" class="dottedlink">Behavior</a>,Field,5/23/2017 7:25 am,Beverly Ucab,Set,Show Hierarchy,&nbsp;,F
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3546" target="_self" class="dottedlink">Behavior</a>,Field,5/23/2017 7:25 am,Beverly Ucab,Change,Label,Control Type,Behavior
Bevs Test New Role Owner,Role,4/27/2017 9:38 am,Beverly Ucab,Create,Record,&nbsp;,1067
Bevs Test New Role Owner,Role,6/16/2017 6:23 am,Beverly Ucab,Change,Partner Role,F,T
Bevs Test New Role Owner,Role,6/16/2017 6:23 am,Beverly Ucab,Change,Do Not Restrict Employee Fields,F,T
Bevs Test New Role Owner,Role,6/16/2017 6:23 am,Beverly Ucab,Change,Web Services Only Role,F,T
Bevs Test New Role Owner,Role,6/16/2017 6:23 am,Beverly Ucab,Change,Sales Role,F,T
Bevs Test New Role Owner,Role,6/17/2017 9:49 am,Beverly Ucab,Change,Restrict Time and Expenses,F,T
Bevs Test New Role Owner,Role,6/17/2017 9:49 am,Beverly Ucab,Change,Support Role,F,T
Bevs Test New Role Owner,Role,6/19/2017 12:27 pm,Beverly Ucab,Change,Restrict Time and Expenses,T,F
Bevs Test New Role Owner,Role,6/19/2017 12:27 pm,Beverly Ucab,Change,Do Not Restrict Employee Fields,T,F
Bevs Test New Role Owner,Role,6/19/2017 12:27 pm,Beverly Ucab,Change,Sales Role,T,F
Bevs Test New Role Owner,Role,6/19/2017 12:27 pm,Beverly Ucab,Change,Web Services Only Role,T,F
Bevs Test New Role Owner,Role,7/1/2017 7:46 am,Beverly Ucab,Change,Support Role,T,F
Blank Script,Script,6/19/2017 4:06 am,Beverly Ucab,Set,Description,&nbsp;,Blank Script
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3409" target="_self" class="dottedlink">Bundle</a>,Field,6/13/2017 7:05 am,Beverly Ucab,Change,Subtab,Metadata,Bundle
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3409" target="_self" class="dottedlink">Bundle</a>,Field,6/13/2017 7:05 am,Beverly Ucab,Set,Show Hierarchy,&nbsp;,F
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4416" target="_self" class="dottedlink">Bundle Link</a>,Field,6/12/2017 11:52 am,Beverly Ucab,Create,Record,&nbsp;,CUSTRECORD_FLO_BUNDLE_LINK
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4416" target="_self" class="dottedlink">Bundle Link</a>,Field,6/12/2017 11:55 am,Beverly Ucab,Change,Type,List/Record,Multiple Select
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4416" target="_self" class="dottedlink">Bundle Link</a>,Field,6/13/2017 1:23 am,Beverly Ucab,Change,ID,CUSTRECORD_FLO_BUNDLE_LINK,CUSTRECORD_FLO_BUNDLINK
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4416" target="_self" class="dottedlink">Bundle Link</a>,Field,6/13/2017 7:17 am,Beverly Ucab,Change,Subtab,Metadata,Bundle
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4416" target="_self" class="dottedlink">Bundle Link</a>,Field,6/13/2017 7:27 am,Beverly Ucab,Change,Subtab,Bundle,Metadata
bundle script dummt,Script,5/25/2017 2:34 pm,Beverly Ucab,Set,ID,&nbsp;,CUSTOMSCRIPT773
bundle script dummt,Script,5/25/2017 2:34 pm,Beverly Ucab,Set,Owner,&nbsp;,Beverly Ucab
bundle script dummt,Script,5/25/2017 2:34 pm,Beverly Ucab,Set,Name,&nbsp;,bundle script dummt
bundle script dummt,Script,5/25/2017 2:34 pm,Beverly Ucab,Set,Inactive,&nbsp;,F
bundle script dummt,Script,5/25/2017 2:34 pm,Beverly Ucab,Set,Notify Owner,&nbsp;,T
bundle script dummt,Script,5/25/2017 2:34 pm,Beverly Ucab,Set,Script File,&nbsp;,testRequestURL.js
bundle script dummt,Script,5/25/2017 2:34 pm,Beverly Ucab,Set,Notify All Admins,&nbsp;,F
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4427" target="_self" class="dottedlink">Bundle Update Date</a>,Field,6/13/2017 7:33 am,Beverly Ucab,Create,Record,&nbsp;,CUSTRECORD_FLO_BUNDLE_UPDATE_DATE
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4427" target="_self" class="dottedlink">Bundle Update Date</a>,Field,6/13/2017 7:54 am,Beverly Ucab,Change,Display Type,Inline Text,Normal
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4252" target="_self" class="dottedlink">Bundle Version</a>,Field,5/23/2017 3:05 am,Dev, Two,Set,Description,&nbsp;,This the bundle version of the Configuration and Stats
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4252" target="_self" class="dottedlink">Bundle Version</a>,Field,5/23/2017 3:05 am,Dev, Two,Set,Help,&nbsp;,This the bundle version of the Configuration and Stats
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4252" target="_self" class="dottedlink">Bundle Version</a>,Field,5/24/2017 6:54 am,Beverly Ucab,Change,Display Type,Normal,Inline Text
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3760" target="_self" class="dottedlink">CENTER TYPE</a>,Field,5/23/2017 3:14 am,Carlos Banawan,Set,Description,&nbsp;,This is the center type of the Roles customization
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3760" target="_self" class="dottedlink">CENTER TYPE</a>,Field,5/23/2017 3:14 am,Carlos Banawan,Set,Show Hierarchy,&nbsp;,F
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3760" target="_self" class="dottedlink">CENTER TYPE</a>,Field,5/23/2017 3:14 am,Carlos Banawan,Set,Help,&nbsp;,This is the center type of the Roles customization
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3869" target="_self" class="dottedlink">Change Level</a>,Field,5/23/2017 5:20 am,Carlos Banawan,Set,Description,&nbsp;,The change level process of the FLO Process Issue
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3869" target="_self" class="dottedlink">Change Level</a>,Field,5/23/2017 5:20 am,Carlos Banawan,Set,Show Hierarchy,&nbsp;,F
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3869" target="_self" class="dottedlink">Change Level</a>,Field,5/23/2017 5:20 am,Carlos Banawan,Set,Help,&nbsp;,The change level process of the FLO Process Issue
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4064" target="_self" class="dottedlink">Change Log</a>,Field,6/9/2017 5:56 am,Beverly Ucab,Change,List/Record,FLO Change Log,Customer
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4064" target="_self" class="dottedlink">Change Log</a>,Field,6/9/2017 5:56 am,Beverly Ucab,Set,Show Hierarchy,&nbsp;,T
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4433" target="_self" class="dottedlink">Change Overview [Beta]</a>,Field,6/16/2017 9:18 am,John Albura,Create,Record,&nbsp;,CUSTRECORD_FLO_CHANGE_OVERVIEW
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4213" target="_self" class="dottedlink">Change Request</a>,Field,5/23/2017 5:22 am,Carlos Banawan,Set,Help,&nbsp;,The FLO Change Request of List/Record Type for FLO Spider Files
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4213" target="_self" class="dottedlink">Change Request</a>,Field,5/23/2017 5:22 am,Carlos Banawan,Set,Description,&nbsp;,The FLO Change Request of List/Record Type for FLO Spider Files
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4402" target="_self" class="dottedlink">CHANGE REQUEST</a>,Field,6/2/2017 6:51 am,Agustin Aste,Create,Record,&nbsp;,CUSTRECORD_CHANGE_REQUEST
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4402" target="_self" class="dottedlink">CHANGE REQUEST</a>,Field,6/2/2017 6:52 am,Agustin Aste,Change,Record is Parent,F,T
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3853" target="_self" class="dottedlink">Change Stage</a>,Field,5/23/2017 2:40 am,Carlos Banawan,Set,Show Hierarchy,&nbsp;,F
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3853" target="_self" class="dottedlink">Change Stage</a>,Field,5/23/2017 2:40 am,Carlos Banawan,Set,Description,&nbsp;,This is the state of the change request
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3853" target="_self" class="dottedlink">Change Stage</a>,Field,5/23/2017 2:40 am,Carlos Banawan,Set,Help,&nbsp;,This is the state of the change request
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3764" target="_self" class="dottedlink">CLASS RESTRICTIONS</a>,Field,5/23/2017 3:14 am,Carlos Banawan,Set,Description,&nbsp;,This is the class restrictions of the Roles customization
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3764" target="_self" class="dottedlink">CLASS RESTRICTIONS</a>,Field,5/23/2017 3:14 am,Carlos Banawan,Set,Help,&nbsp;,This is the class restrictions of the Roles customization
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3764" target="_self" class="dottedlink">CLASS RESTRICTIONS</a>,Field,5/23/2017 3:14 am,Carlos Banawan,Set,Show Hierarchy,&nbsp;,F
Clean XML test,Script,6/15/2017 12:59 am,Beverly Ucab,Set,Notify Owner,&nbsp;,T
Clean XML test,Script,6/15/2017 12:59 am,Beverly Ucab,Set,Notify All Admins,&nbsp;,F
Clean XML test,Script,6/15/2017 12:59 am,Beverly Ucab,Set,Script File,&nbsp;,cleanxml.js
Clean XML test,Script,6/15/2017 12:59 am,Beverly Ucab,Set,Notify User,&nbsp;,F
Clean XML test,Script,6/15/2017 12:59 am,Beverly Ucab,Set,Default Function,&nbsp;,entry
Clean XML test,Script,6/15/2017 12:59 am,Beverly Ucab,Set,Inactive,&nbsp;,F
Clean XML test,Script,6/15/2017 12:59 am,Beverly Ucab,Set,ID,&nbsp;,CUSTOMSCRIPT800
Clean XML test,Script,6/15/2017 12:59 am,Beverly Ucab,Set,Owner,&nbsp;,Beverly Ucab
Clean XML test,Script,6/15/2017 12:59 am,Beverly Ucab,Set,Name,&nbsp;,Clean XML test
Clean XML test,Script Deployment,6/15/2017 12:59 am,Beverly Ucab,Set,ID,&nbsp;,CUSTOMDEPLOY1
Clean XML test,Script Deployment,6/15/2017 12:59 am,Beverly Ucab,Set,Deployed,&nbsp;,T
Clean XML test,Script Deployment,6/15/2017 12:59 am,Beverly Ucab,Set,Available Without Login,&nbsp;,F
Clean XML test,Script Deployment,6/15/2017 12:59 am,Beverly Ucab,Set,Mobile Menu,&nbsp;,F
Clean XML test,Script Deployment,6/15/2017 12:59 am,Beverly Ucab,Set,Audience: All Employees,&nbsp;,F
Clean XML test,Script Deployment,6/15/2017 12:59 am,Beverly Ucab,Set,Title,&nbsp;,Clean XML test
Clean XML test,Script Deployment,6/15/2017 12:59 am,Beverly Ucab,Set,Audience: All Roles,&nbsp;,F
Clean XML test,Script Deployment,6/15/2017 12:59 am,Beverly Ucab,Set,Audience: All Partners,&nbsp;,F
Clean XML test,Script Deployment,6/15/2017 12:59 am,Beverly Ucab,Set,Log Level,&nbsp;,Debug
Clean XML test,Script Deployment,6/15/2017 12:59 am,Beverly Ucab,Set,Status,&nbsp;,Testing
Clean XML test,Script,6/15/2017 7:35 pm,Beverly Ucab,Change,Script File,cleanxml.js,FLOCleanxml.js
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4069" target="_self" class="dottedlink">Color</a>,Field,6/27/2017 5:43 am,Beverly Ucab,Set,Show Hierarchy,&nbsp;,F
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4069" target="_self" class="dottedlink">Color</a>,Field,6/27/2017 5:43 am,Beverly Ucab,Change,Description,test,test.
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=47" target="_self" class="dottedlink">Colors</a>,Field,6/19/2017 12:24 pm,John Albura,Set,Show Hierarchy,&nbsp;,F
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=47" target="_self" class="dottedlink">Colors</a>,Field,6/19/2017 12:24 pm,John Albura,Set,Global Search,&nbsp;,F
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=47" target="_self" class="dottedlink">Colors</a>,Field,6/19/2017 12:24 pm,John Albura,Set,Description,&nbsp;,Colors item field
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=47" target="_self" class="dottedlink">Colors</a>,Field,6/19/2017 12:25 pm,John Albura,Unset,Description,Colors item field,&nbsp;
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4265" target="_self" class="dottedlink">Comment since last update</a>,Field,5/23/2017 5:32 am,Carlos Banawan,Set,Description,&nbsp;,The comment since the last update of the Weekly Status record
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4265" target="_self" class="dottedlink">Comment since last update</a>,Field,5/23/2017 5:32 am,Carlos Banawan,Set,Help,&nbsp;,The comment since the last update of the Weekly Status record
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3312" target="_self" class="dottedlink">Communication Plan</a>,Field,5/23/2017 5:25 am,Carlos Banawan,Set,Show Hierarchy,&nbsp;,F
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3312" target="_self" class="dottedlink">Communication Plan</a>,Field,5/23/2017 5:25 am,Carlos Banawan,Set,Description,&nbsp;,The FLO Stakeholders communication plan
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3312" target="_self" class="dottedlink">Communication Plan</a>,Field,5/23/2017 5:25 am,Carlos Banawan,Set,Help,&nbsp;,The FLO Stakeholders communication plan
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3641" target="_self" class="dottedlink">Configuration And Stats Link</a>,Field,5/19/2017 9:40 am,Beverly Ucab,Unset,Parent Subtab,Spider Status,&nbsp;
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3641" target="_self" class="dottedlink">Configuration And Stats Link</a>,Field,5/19/2017 9:44 am,Beverly Ucab,Set,Parent Subtab,&nbsp;,Spider Status
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3641" target="_self" class="dottedlink">Configuration And Stats Link</a>,Field,5/19/2017 12:56 pm,Beverly Ucab,Unset,Parent Subtab,Spider Status,&nbsp;
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3641" target="_self" class="dottedlink">Configuration And Stats Link</a>,Field,5/19/2017 12:59 pm,Beverly Ucab,Set,Parent Subtab,&nbsp;,Spider Status
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3641" target="_self" class="dottedlink">Configuration And Stats Link</a>,Field,5/19/2017 1:00 pm,Beverly Ucab,Unset,Parent Subtab,Spider Status,&nbsp;
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-123&amp;id=394" target="_self" class="dottedlink">Contact</a>,Record Type,6/8/2017 11:10 pm,Beverly Ucab,Create,Record,&nbsp;,394
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4347" target="_self" class="dottedlink">Continue Field Index</a>,Field,4/20/2017 10:08 pm,John Albura,Create,Record,&nbsp;,CUSTSCRIPT_CONTINUE_INDEX
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=4346" target="_self" class="dottedlink">Continue Record ID</a>,Field,4/20/2017 10:08 pm,John Albura,Create,Record,&nbsp;,CUSTSCRIPT_CONTINUE_CUSTOM_REC
<a href="https://system.na1.netsuite.com/app/common/custom/custrecordentry.nl?rectype=-124&amp;id=3538" target="_self" class="dottedlink">Control</a>,Field,5/8/2017 5:13 am,Nicolas Cano,Set,Show Hierarchy,&nbsp;,F
